SSN,LAST,FIRST,YEAR
LTTXVR70Z403UP,Letto,Xavier,1970
XVRNNA11F789EA,Xavier,Anna,2011
RSSLCU7L219AF,Russo,Lucia,2007
XVRNRC32Z403RD,Xavier,Enrica,1932
RSSLCU79A213SC,Rossi,Luca,1979
RSSLAI21A213DO,Russo,Ali,2021
XVRLCU93A213HK,Xavier,Lucia,1993
NRELAI47H501UV,Neri,Ali,1947
NRENRC25F789DM,Neri,Enrica,1925
MLNLCU18A213MD,Melone,Lucia,2018
RSSLAI47R129DB,Russo,Ali,1947
RSSMRM57R129PN,Russo,Miriam,1957
BCAPLA62Z403LI,Abaco,Paola,1962
NRELCU9G456YT,Neri,Luca,2009
VRDGRG84Z403YV,Verdi,Giorgio,1984
XVRMRA69F789MP,Xavier,Mario,1969
RSSLCU50A213DH,Russo,Luca,1950
DRGXVR54F789NY,Draghi,Xavier,1954
NRELAI57H501KM,Neri,Ali,1957
XVRXVR0Z403PG,Xavier,Xavier,2000
XVRPLA40F789LY,Xavier,Paola,1940
LTTNRC12G456XJ,Letto,Enrica,2012
LTTNRC18F789AQ,Letto,Enrica,2018
MLNLCU74L219UX,Melone,Lucia,1974
BCAGRG81A213XC,Abaco,Giorgio,1981
VRDXVR19F789WR,Verdi,Xavier,2019
BCAMRM20F789UD,Abaco,Miriam,2020
XVRLCU40Z403QO,Xavier,Lucia,1940
MLNPLA80F789JH,Melone,Paola,1980
RSSMRA99Z403VK,Russo,Mario,1999
NRELCU72R129OI,Neri,Lucia,1972
LTTLCU78A213NJ,Letto,Luca,1978
LTTLCU48G456JW,Letto,Luca,1948
DRGPLA73L219GA,Draghi,Paola,1973
BCALCU32R129BE,Abaco,Lucia,1932
MLNMRA62F789PS,Melone,Mario,1962
XVRMRM55A213TH,Xavier,Miriam,1955
VRDLAI17R129CK,Verdi,Ali,2017
MTTGRG86F789YQ,Mattei,Giorgio,1986
BCAMRA0Z403OX,Abaco,Mario,2000
RSSNRC0G456DT,Russo,Enrica,2000
NRELCU80A213KJ,Neri,Luca,1980
MLNPLA67F789LB,Melone,Paola,1967
RSSNNA89H501MX,Rossi,Anna,1989
DRGMRA61L219UM,Draghi,Mario,1961
RSSLAI25A213KF,Russo,Ali,1925
VRDLCU2G456OX,Verdi,Luca,2002
LTTLCU43R129SG,Letto,Lucia,1943
VRDXVR87G456TT,Verdi,Xavier,1987
RSSNRC82R129CR,Russo,Enrica,1982
RSSGRG95Z403FE,Rossi,Giorgio,1995
XVRXVR63R129LA,Xavier,Xavier,1963
MLNNNA62F789RM,Melone,Anna,1962
MLNNNA27F789RK,Melone,Anna,1927
MTTMRA75H501VW,Mattei,Mario,1975
RSSMRA61Z403CH,Russo,Mario,1961
BCALCU61A213DF,Abaco,Lucia,1961
MTTNRC75H501VG,Mattei,Enrica,1975
LTTGRG76R129YI,Letto,Giorgio,1976
RSSMRA32A213XY,Rossi,Mario,1932
RSSMRA94Z403RM,Rossi,Mario,1994
MLNLAI8A213JO,Melone,Ali,2008
BCAMRA94Z403IB,Abaco,Mario,1994
VRDLAI42Z403JF,Verdi,Ali,1942
NREPLA53A213GN,Neri,Paola,1953
RSSLCU75R129LN,Rossi,Luca,1975
XVRMRM34R129FL,Xavier,Miriam,1934
RSSXVR92A213CG,Russo,Xavier,1992
DRGNRC55Z403PL,Draghi,Enrica,1955
MLNLCU70G456NE,Melone,Luca,1970
MTTGRG26L219DP,Mattei,Giorgio,1926
VRDNRC16F789LO,Verdi,Enrica,2016
LTTGRG73F789PT,Letto,Giorgio,1973
BCAGRG87A213XI,Abaco,Giorgio,1987
LTTMRM95F789CU,Letto,Miriam,1995
MLNXVR36F789CF,Melone,Xavier,1936
DRGXVR93A213IV,Draghi,Xavier,1993
LTTNNA54H501BI,Letto,Anna,1954
MLNMRM59F789FR,Melone,Miriam,1959
MLNMRA32L219YA,Melone,Mario,1932
BCAXVR94Z403SV,Abaco,Xavier,1994
XVRLCU2H501LN,Xavier,Lucia,2002
VRDXVR25A213QV,Verdi,Xavier,1925
BCANNA32F789FE,Abaco,Anna,1932
MLNMRM99G456KF,Melone,Miriam,1999
MTTMRA62R129MU,Mattei,Mario,1962
NRENNA96H501FW,Neri,Anna,1996
XVRGRG76R129MY,Xavier,Giorgio,1976
NREXVR63Z403TU,Neri,Xavier,1963
LTTXVR10R129NM,Letto,Xavier,2010
VRDLCU66G456GF,Verdi,Luca,1966
BCAXVR83R129FX,Abaco,Xavier,1983
VRDNNA40R129CK,Verdi,Anna,1940
VRDMRM51L219VO,Verdi,Miriam,1951
DRGLCU75G456LV,Draghi,Luca,1975
MTTXVR92G456JS,Mattei,Xavier,1992
BCAPLA32G456CY,Abaco,Paola,1932
XVRXVR75A213SX,Xavier,Xavier,1975
MTTLAI66G456AW,Mattei,Ali,1966
RSSMRM22L219GV,Russo,Miriam,1922
BCANRC48R129DP,Abaco,Enrica,1948
DRGNNA89Z403JX,Draghi,Anna,1989
VRDLCU84A213JR,Verdi,Luca,1984
XVRLCU94G456ET,Xavier,Luca,1994
MLNLAI9H501IY,Melone,Ali,2009
BCANNA26L219WD,Abaco,Anna,1926
RSSXVR87L219FT,Rossi,Xavier,1987
NRELCU21A213NV,Neri,Lucia,2021
BCAGRG27Z403QU,Abaco,Giorgio,1927
MLNXVR35A213MH,Melone,Xavier,1935
MTTNRC98R129YB,Mattei,Enrica,1998
LTTMRA15G456UN,Letto,Mario,2015
BCAMRA94L219UB,Abaco,Mario,1994
MTTLAI69F789KF,Mattei,Ali,1969
LTTXVR62G456BH,Letto,Xavier,1962
BCANNA7A213JA,Abaco,Anna,2007
BCALAI17R129HQ,Abaco,Ali,2017
MTTLAI5A213YG,Mattei,Ali,2005
RSSNRC77Z403MW,Russo,Enrica,1977
RSSPLA45Z403OP,Russo,Paola,1945
MTTNRC99H501TI,Mattei,Enrica,1999
MLNXVR24Z403SO,Melone,Xavier,1924
VRDLAI23L219KL,Verdi,Ali,1923
MTTLCU45A213WS,Mattei,Luca,1945
XVRMRM59R129HF,Xavier,Miriam,1959
MLNLAI63F789NA,Melone,Ali,1963
VRDNRC70A213FL,Verdi,Enrica,1970
DRGPLA72R129IR,Draghi,Paola,1972
RSSLCU30L219UM,Russo,Luca,1930
LTTXVR48A213KS,Letto,Xavier,1948
RSSMRA57R129RN,Rossi,Mario,1957
NREPLA41G456SX,Neri,Paola,1941
LTTLCU73F789LW,Letto,Luca,1973
MLNNNA7F789TY,Melone,Anna,2007
RSSMRA76H501KF,Rossi,Mario,1976
RSSLCU29Z403LL,Rossi,Luca,1929
MTTGRG60R129SS,Mattei,Giorgio,1960
NRELAI99G456AW,Neri,Ali,1999
DRGMRM32G456JN,Draghi,Miriam,1932
RSSNRC60G456GE,Russo,Enrica,1960
DRGPLA58F789SA,Draghi,Paola,1958
MLNLCU64F789MP,Melone,Luca,1964
MTTMRM52F789YN,Mattei,Miriam,1952
RSSPLA39H501NY,Russo,Paola,1939
BCAGRG42G456ET,Abaco,Giorgio,1942
DRGLAI63R129CR,Draghi,Ali,1963
DRGPLA41R129WD,Draghi,Paola,1941
NRELCU84G456HX,Neri,Lucia,1984
RSSGRG65H501NB,Rossi,Giorgio,1965
NREPLA60L219HN,Neri,Paola,1960
LTTNRC10A213EO,Letto,Enrica,2010
VRDNNA78R129UP,Verdi,Anna,1978
RSSMRM52A213DQ,Russo,Miriam,1952
BCALAI26R129QB,Abaco,Ali,1926
XVRLAI27L219NL,Xavier,Ali,1927
XVRLCU80R129NE,Xavier,Luca,1980
MTTNNA77H501LK,Mattei,Anna,1977
BCANRC36L219MG,Abaco,Enrica,1936
RSSLAI32G456GD,Russo,Ali,1932
MLNMRA73L219UP,Melone,Mario,1973
MLNLCU21L219VN,Melone,Lucia,2021
DRGLCU22A213PI,Draghi,Luca,1922
MTTNNA2R129LY,Mattei,Anna,2002
NREMRM76A213DW,Neri,Miriam,1976
RSSPLA38G456SA,Russo,Paola,1938
NREXVR69Z403QD,Neri,Xavier,1969
RSSMRA87Z403LV,Rossi,Mario,1987
BCAMRM75R129JT,Abaco,Miriam,1975
NREXVR77H501HV,Neri,Xavier,1977
XVRLCU11F789SC,Xavier,Luca,2011
NREMRM89A213HN,Neri,Miriam,1989
DRGXVR19G456MA,Draghi,Xavier,2019
NRENNA55L219VT,Neri,Anna,1955
BCAPLA63Z403OQ,Abaco,Paola,1963
VRDLAI72R129PX,Verdi,Ali,1972
MLNNNA19H501SI,Melone,Anna,2019
XVRMRM21H501VB,Xavier,Miriam,2021
MLNNNA39F789JD,Melone,Anna,1939
DRGNRC96H501YV,Draghi,Enrica,1996
BCAXVR79A213MA,Abaco,Xavier,1979
XVRLAI80R129GL,Xavier,Ali,1980
MLNLAI84R129WW,Melone,Ali,1984
BCALAI73H501NW,Abaco,Ali,1973
RSSLCU16L219JY,Rossi,Luca,2016
RSSLCU71H501JW,Russo,Luca,1971
VRDLAI54R129NT,Verdi,Ali,1954
NREXVR43F789KY,Neri,Xavier,1943
DRGLAI6Z403IX,Draghi,Ali,2006
BCALCU70Z403AI,Abaco,Luca,1970
LTTNRC17G456SM,Letto,Enrica,2017
MLNNRC42H501VP,Melone,Enrica,1942
DRGLCU73L219MG,Draghi,Luca,1973
DRGXVR30H501ST,Draghi,Xavier,1930
MTTLCU84R129GS,Mattei,Lucia,1984
VRDNNA27F789UV,Verdi,Anna,1927
NREXVR13F789YE,Neri,Xavier,2013
VRDXVR78A213AO,Verdi,Xavier,1978
MLNMRA36G456LP,Melone,Mario,1936
RSSMRM22L219HP,Russo,Miriam,1922
RSSMRM34H501IT,Russo,Miriam,1934
BCALAI78H501AN,Abaco,Ali,1978
RSSNNA0H501FY,Russo,Anna,2000
LTTMRA18L219LT,Letto,Mario,2018
VRDNNA83L219UT,Verdi,Anna,1983
MTTPLA6R129EX,Mattei,Paola,2006
XVRMRM43H501PB,Xavier,Miriam,1943
XVRGRG34A213TG,Xavier,Giorgio,1934
DRGLCU52Z403MS,Draghi,Luca,1952
MLNLAI9L219FN,Melone,Ali,2009
BCANRC39Z403UP,Abaco,Enrica,1939
BCAGRG85Z403VI,Abaco,Giorgio,1985
XVRLCU20F789SP,Xavier,Luca,2020
RSSMRM60R129WC,Rossi,Miriam,1960
MTTMRA94Z403KH,Mattei,Mario,1994
MTTNNA83L219XG,Mattei,Anna,1983
MLNLCU95H501EM,Melone,Lucia,1995
XVRMRA46A213OU,Xavier,Mario,1946
NREGRG83Z403XV,Neri,Giorgio,1983
MTTMRA58F789IA,Mattei,Mario,1958
MLNNRC83Z403OT,Melone,Enrica,1983
MTTPLA8G456KP,Mattei,Paola,2008
MTTXVR76L219MK,Mattei,Xavier,1976
MTTXVR87L219KW,Mattei,Xavier,1987
RSSMRM5A213XM,Russo,Miriam,2005
XVRPLA19R129RR,Xavier,Paola,2019
MTTLCU7G456LT,Mattei,Luca,2007
MTTLCU66A213YN,Mattei,Lucia,1966
BCAXVR82A213VT,Abaco,Xavier,1982
BCAPLA96R129PO,Abaco,Paola,1996
XVRXVR47Z403CM,Xavier,Xavier,1947
NRELAI75G456PK,Neri,Ali,1975
VRDMRM63H501FT,Verdi,Miriam,1963
MTTLCU65G456TF,Mattei,Lucia,1965
VRDXVR2H501QT,Verdi,Xavier,2002
MTTXVR34R129NA,Mattei,Xavier,1934
DRGXVR90F789QO,Draghi,Xavier,1990
RSSXVR47L219FE,Russo,Xavier,1947
DRGMRA20L219TL,Draghi,Mario,2020
BCALCU65Z403PB,Abaco,Lucia,1965
BCALAI64H501TE,Abaco,Ali,1964
RSSLAI39L219BK,Russo,Ali,1939
RSSLCU46Z403EK,Russo,Luca,1946
MLNLCU62G456BB,Melone,Lucia,1962
MTTGRG24L219DY,Mattei,Giorgio,1924
RSSLAI18A213UQ,Rossi,Ali,2018
XVRXVR57R129CD,Xavier,Xavier,1957
MLNNRC80H501UF,Melone,Enrica,1980
XVRPLA29G456OY,Xavier,Paola,1929
MLNNRC29L219QJ,Melone,Enrica,1929
LTTLAI11L219OR,Letto,Ali,2011
MTTLCU83F789NG,Mattei,Lucia,1983
MLNLCU74R129AB,Melone,Luca,1974
MTTMRM11R129DE,Mattei,Miriam,2011
VRDLCU96R129OR,Verdi,Luca,1996
NREMRM64A213YB,Neri,Miriam,1964
DRGMRM42R129TG,Draghi,Miriam,1942
BCAXVR31Z403FE,Abaco,Xavier,1931
LTTGRG50L219GC,Letto,Giorgio,1950
RSSXVR19F789JI,Russo,Xavier,2019
XVRXVR12L219FR,Xavier,Xavier,2012
LTTMRA11F789NL,Letto,Mario,2011
BCALCU51L219YO,Abaco,Luca,1951
MTTNNA51L219KN,Mattei,Anna,1951
BCALCU2F789OH,Abaco,Lucia,2002
RSSGRG92G456FM,Russo,Giorgio,1992
DRGLCU29G456IN,Draghi,Luca,1929
XVRXVR42Z403XQ,Xavier,Xavier,1942
NREMRM22H501LM,Neri,Miriam,1922
XVRNRC72R129MR,Xavier,Enrica,1972
VRDLAI42L219GI,Verdi,Ali,1942
MLNNRC69A213EV,Melone,Enrica,1969
BCANNA36Z403KE,Abaco,Anna,1936
LTTPLA51L219NJ,Letto,Paola,1951
RSSXVR90A213UM,Rossi,Xavier,1990
MLNMRM78F789IL,Melone,Miriam,1978
BCAMRM46G456LR,Abaco,Miriam,1946
NREMRM1F789DT,Neri,Miriam,2001
XVRLCU99A213QJ,Xavier,Lucia,1999
NRENRC40H501SH,Neri,Enrica,1940
LTTLCU48R129GL,Letto,Lucia,1948
LTTLCU11G456HO,Letto,Lucia,2011
VRDPLA23A213SY,Verdi,Paola,1923
RSSLCU12F789XV,Russo,Luca,2012
NRELAI73L219YO,Neri,Ali,1973
XVRXVR10R129LC,Xavier,Xavier,2010
RSSGRG77R129JD,Russo,Giorgio,1977
NRELAI59F789ED,Neri,Ali,1959
MTTNRC0F789LA,Mattei,Enrica,2000
MLNLCU39H501BS,Melone,Luca,1939
NRENRC4Z403DF,Neri,Enrica,2004
RSSPLA67F789NW,Russo,Paola,1967
DRGNNA64L219VQ,Draghi,Anna,1964
RSSNNA35F789VV,Russo,Anna,1935
RSSLCU42Z403YN,Russo,Luca,1942
RSSLCU65G456PD,Russo,Lucia,1965
RSSMRM6R129PJ,Rossi,Miriam,2006
RSSNRC40H501HJ,Russo,Enrica,1940
MLNNNA80F789JD,Melone,Anna,1980
MTTXVR82G456WV,Mattei,Xavier,1982
LTTLCU82F789MK,Letto,Lucia,1982
RSSMRM66G456LJ,Russo,Miriam,1966
RSSLCU5F789TJ,Rossi,Luca,2005
VRDGRG83G456AW,Verdi,Giorgio,1983
VRDGRG89Z403CS,Verdi,Giorgio,1989
NRENRC72R129EQ,Neri,Enrica,1972
DRGNRC66H501RW,Draghi,Enrica,1966
NRELCU12H501FF,Neri,Luca,2012
MTTNRC94L219NM,Mattei,Enrica,1994
MTTGRG18H501MV,Mattei,Giorgio,2018
RSSMRA71Z403MQ,Rossi,Mario,1971
NRENRC82A213QM,Neri,Enrica,1982
LTTMRM93R129SY,Letto,Miriam,1993
XVRXVR90G456NP,Xavier,Xavier,1990
RSSXVR90F789YS,Rossi,Xavier,1990
RSSLCU63R129VC,Rossi,Lucia,1963
MTTMRA67F789AF,Mattei,Mario,1967
LTTPLA89L219MM,Letto,Paola,1989
XVRNRC75F789OI,Xavier,Enrica,1975
NRELAI90L219RS,Neri,Ali,1990
DRGLCU49G456ST,Draghi,Lucia,1949
NREXVR29R129RO,Neri,Xavier,1929
NRELCU51L219PO,Neri,Lucia,1951
LTTXVR75F789HR,Letto,Xavier,1975
RSSMRM0R129SI,Rossi,Miriam,2000
RSSMRA19L219CJ,Russo,Mario,2019
MLNPLA96F789NR,Melone,Paola,1996
LTTNRC60A213JI,Letto,Enrica,1960
VRDLAI14G456DV,Verdi,Ali,2014
RSSXVR24A213FX,Russo,Xavier,1924
NRELCU11L219IU,Neri,Lucia,2011
RSSNRC33G456JO,Rossi,Enrica,1933
BCALAI74A213GV,Abaco,Ali,1974
XVRMRM41F789CM,Xavier,Miriam,1941
VRDNRC98F789BF,Verdi,Enrica,1998
BCALCU36F789YO,Abaco,Luca,1936
XVRLCU20L219QC,Xavier,Lucia,2020
LTTNNA10R129IS,Letto,Anna,2010
NREXVR37H501UN,Neri,Xavier,1937
RSSMRM85L219QK,Russo,Miriam,1985
MTTLCU49Z403EL,Mattei,Luca,1949
LTTLCU66H501YQ,Letto,Luca,1966
LTTPLA33R129FJ,Letto,Paola,1933
BCAMRM62Z403PS,Abaco,Miriam,1962
LTTLCU27A213SH,Letto,Lucia,1927
DRGMRM4Z403NI,Draghi,Miriam,2004
RSSGRG96L219WL,Rossi,Giorgio,1996
VRDMRA43R129DN,Verdi,Mario,1943
DRGNNA83R129QG,Draghi,Anna,1983
MLNLAI26H501NW,Melone,Ali,1926
LTTMRA96H501DR,Letto,Mario,1996
XVRNNA40R129BC,Xavier,Anna,1940
VRDLAI94Z403RQ,Verdi,Ali,1994
NRELCU63A213AF,Neri,Lucia,1963
RSSMRA90A213OV,Rossi,Mario,1990
MTTLCU79A213UO,Mattei,Lucia,1979
RSSMRM19Z403PG,Rossi,Miriam,2019
VRDNRC37L219LK,Verdi,Enrica,1937
VRDNRC7A213MO,Verdi,Enrica,2007
MTTMRA5Z403NA,Mattei,Mario,2005
RSSLCU74Z403DM,Rossi,Lucia,1974
LTTXVR34F789OL,Letto,Xavier,1934
NRENNA59G456MN,Neri,Anna,1959
VRDNRC0H501MC,Verdi,Enrica,2000
RSSGRG32A213YC,Russo,Giorgio,1932
MLNLCU88A213AS,Melone,Luca,1988
DRGGRG27A213LG,Draghi,Giorgio,1927
LTTLAI6R129DB,Letto,Ali,2006
VRDNRC28F789BY,Verdi,Enrica,1928
BCALCU11A213MC,Abaco,Lucia,2011
XVRLCU79R129VC,Xavier,Luca,1979
BCAPLA50L219VJ,Abaco,Paola,1950
RSSMRM18H501GD,Rossi,Miriam,2018
MTTLCU45R129LM,Mattei,Luca,1945
VRDLCU98Z403EL,Verdi,Lucia,1998
MLNMRA68A213LQ,Melone,Mario,1968
XVRLCU23G456JU,Xavier,Lucia,1923
BCAMRA13G456DY,Abaco,Mario,2013
VRDNRC38F789KC,Verdi,Enrica,1938
NREPLA41L219WL,Neri,Paola,1941
MLNMRM35L219DI,Melone,Miriam,1935
RSSPLA6G456NW,Rossi,Paola,2006
LTTMRA64H501FH,Letto,Mario,1964
BCAPLA73R129WD,Abaco,Paola,1973
RSSXVR16L219GN,Rossi,Xavier,2016
VRDMRM39F789SM,Verdi,Miriam,1939
RSSMRM33R129YV,Russo,Miriam,1933
MTTXVR17G456QP,Mattei,Xavier,2017
VRDNNA40Z403NJ,Verdi,Anna,1940
DRGNNA79R129BR,Draghi,Anna,1979
MLNLCU92H501OK,Melone,Luca,1992
NRELAI82R129YE,Neri,Ali,1982
RSSMRM85F789XJ,Rossi,Miriam,1985
LTTLAI28Z403UU,Letto,Ali,1928
XVRMRM3G456DD,Xavier,Miriam,2003
RSSLCU83G456RN,Russo,Lucia,1983
NREGRG96G456XC,Neri,Giorgio,1996
LTTMRM44A213AO,Letto,Miriam,1944
BCALCU66L219TC,Abaco,Lucia,1966
LTTMRM35G456LD,Letto,Miriam,1935
BCAPLA13R129YS,Abaco,Paola,2013
MLNLAI17L219SC,Melone,Ali,2017
RSSMRA4A213UE,Rossi,Mario,2004
MLNLCU2H501IA,Melone,Luca,2002
RSSPLA99H501YT,Russo,Paola,1999
XVRNNA78G456CQ,Xavier,Anna,1978
MTTNNA63H501TD,Mattei,Anna,1963
XVRLAI92A213MI,Xavier,Ali,1992
XVRNRC39G456QI,Xavier,Enrica,1939
NREMRA19H501UE,Neri,Mario,2019
BCANNA30H501AW,Abaco,Anna,1930
RSSLCU65G456FN,Rossi,Luca,1965
MTTNNA35R129XK,Mattei,Anna,1935
DRGLCU89L219RK,Draghi,Lucia,1989
RSSNNA14L219IO,Rossi,Anna,2014
VRDNRC28G456WT,Verdi,Enrica,1928
DRGMRA77G456QR,Draghi,Mario,1977
XVRNRC66A213AY,Xavier,Enrica,1966
RSSGRG89H501NT,Rossi,Giorgio,1989
DRGLAI38R129CC,Draghi,Ali,1938
VRDGRG1F789SU,Verdi,Giorgio,2001
MLNMRA9L219FT,Melone,Mario,2009
DRGMRA75H501PK,Draghi,Mario,1975
BCAPLA26F789DD,Abaco,Paola,1926
RSSLAI69A213OE,Rossi,Ali,1969
MTTMRM65L219JO,Mattei,Miriam,1965
RSSNNA0R129UT,Rossi,Anna,2000
RSSMRM85G456XM,Russo,Miriam,1985
VRDPLA20F789TS,Verdi,Paola,2020
VRDLCU75F789DS,Verdi,Lucia,1975
MTTLAI56L219YK,Mattei,Ali,1956
DRGLAI81Z403RW,Draghi,Ali,1981
MTTNRC5Z403UI,Mattei,Enrica,2005
BCAMRM84A213UR,Abaco,Miriam,1984
NRENNA95L219SY,Neri,Anna,1995
DRGGRG57L219MS,Draghi,Giorgio,1957
MTTLAI22L219CT,Mattei,Ali,1922
XVRLCU44H501LG,Xavier,Lucia,1944
LTTMRA29A213QR,Letto,Mario,1929
BCANNA40A213AR,Abaco,Anna,1940
VRDMRA87Z403YL,Verdi,Mario,1987
MLNPLA91L219RH,Melone,Paola,1991
RSSLAI25F789AQ,Rossi,Ali,1925
MTTNNA0Z403VG,Mattei,Anna,2000
RSSLCU66R129QX,Rossi,Lucia,1966
BCAGRG30A213HF,Abaco,Giorgio,1930
MLNLCU60Z403FK,Melone,Lucia,1960
MLNMRM8R129BV,Melone,Miriam,2008
RSSLCU87F789MW,Russo,Luca,1987
NREGRG30G456TD,Neri,Giorgio,1930
VRDMRM86Z403RM,Verdi,Miriam,1986
MLNPLA25Z403GS,Melone,Paola,1925
RSSLAI37G456BD,Russo,Ali,1937
MTTGRG36F789HA,Mattei,Giorgio,1936
XVRNNA91G456AK,Xavier,Anna,1991
RSSGRG71A213XT,Rossi,Giorgio,1971
XVRNRC57G456QF,Xavier,Enrica,1957
MLNLAI91L219HS,Melone,Ali,1991
VRDLCU43L219SA,Verdi,Luca,1943
LTTLAI50R129SS,Letto,Ali,1950
DRGXVR41G456AW,Draghi,Xavier,1941
XVRMRA3A213UP,Xavier,Mario,2003
RSSLAI86A213SF,Rossi,Ali,1986
DRGLAI74H501CR,Draghi,Ali,1974
MTTLAI97G456VX,Mattei,Ali,1997
NREGRG61H501WS,Neri,Giorgio,1961
DRGGRG48R129II,Draghi,Giorgio,1948
LTTMRM14R129JW,Letto,Miriam,2014
DRGMRA29A213KU,Draghi,Mario,1929
MLNGRG17G456HN,Melone,Giorgio,2017
RSSLCU67L219HA,Russo,Luca,1967
RSSNRC96G456CO,Rossi,Enrica,1996
VRDLAI39A213FO,Verdi,Ali,1939
NREXVR39Z403SU,Neri,Xavier,1939
LTTLAI72H501XY,Letto,Ali,1972
VRDGRG94G456TD,Verdi,Giorgio,1994
MTTMRM51Z403QU,Mattei,Miriam,1951
XVRLCU64G456JG,Xavier,Lucia,1964
MLNMRM5R129VC,Melone,Miriam,2005
NREGRG19H501UD,Neri,Giorgio,2019
MTTPLA70G456GH,Mattei,Paola,1970
DRGLCU16H501AY,Draghi,Luca,2016
DRGXVR90H501JJ,Draghi,Xavier,1990
RSSPLA95A213CY,Rossi,Paola,1995
NRENRC37G456PD,Neri,Enrica,1937
NREPLA64L219OI,Neri,Paola,1964
XVRPLA79G456EY,Xavier,Paola,1979
MLNPLA15R129QD,Melone,Paola,2015
MTTLCU68G456AH,Mattei,Luca,1968
MTTMRA97A213RF,Mattei,Mario,1997
NRENRC27G456XL,Neri,Enrica,1927
LTTLCU15R129WT,Letto,Luca,2015
RSSLCU43Z403OO,Russo,Lucia,1943
NREXVR33F789OW,Neri,Xavier,1933
XVRNNA97A213JA,Xavier,Anna,1997
MTTPLA66R129FO,Mattei,Paola,1966
MTTNRC86R129LL,Mattei,Enrica,1986
XVRLAI99L219DB,Xavier,Ali,1999
NREPLA60G456VP,Neri,Paola,1960
DRGLCU12L219GC,Draghi,Lucia,2012
BCAGRG99Z403CU,Abaco,Giorgio,1999
BCAXVR1A213XR,Abaco,Xavier,2001
RSSLAI87A213CM,Russo,Ali,1987
MLNLCU92R129LH,Melone,Luca,1992
BCALCU52L219UH,Abaco,Luca,1952
MTTLAI33G456ON,Mattei,Ali,1933
RSSLCU57F789XO,Rossi,Luca,1957
RSSPLA77F789JF,Russo,Paola,1977
VRDNRC42H501DD,Verdi,Enrica,1942
MLNMRA3Z403MP,Melone,Mario,2003
RSSLCU8L219SU,Russo,Lucia,2008
DRGPLA3H501VH,Draghi,Paola,2003
RSSPLA70H501BJ,Rossi,Paola,1970
RSSPLA19L219WM,Rossi,Paola,2019
VRDXVR49R129MG,Verdi,Xavier,1949
RSSLAI92H501KO,Rossi,Ali,1992
LTTMRA42G456FQ,Letto,Mario,1942
BCALAI19L219VT,Abaco,Ali,2019
LTTLCU54L219DK,Letto,Luca,1954
DRGMRM32R129UD,Draghi,Miriam,1932
MTTGRG12A213JJ,Mattei,Giorgio,2012
LTTNRC12L219XQ,Letto,Enrica,2012
MLNNNA75G456GQ,Melone,Anna,1975
MLNGRG44H501NW,Melone,Giorgio,1944
RSSNRC13G456CS,Russo,Enrica,2013
NRENNA10R129FY,Neri,Anna,2010
LTTMRM19R129PJ,Letto,Miriam,2019
RSSMRM40L219IW,Russo,Miriam,1940
XVRGRG51Z403CV,Xavier,Giorgio,1951
XVRXVR4L219BB,Xavier,Xavier,2004
XVRLCU15G456JW,Xavier,Lucia,2015
NRENNA60L219PC,Neri,Anna,1960
MLNPLA99L219IY,Melone,Paola,1999
NRENNA66F789BA,Neri,Anna,1966
DRGLAI43A213VB,Draghi,Ali,1943
LTTPLA23L219JU,Letto,Paola,1923
BCANRC87L219XL,Abaco,Enrica,1987
NREMRM7F789QN,Neri,Miriam,2007
RSSLCU77G456BU,Russo,Luca,1977
XVRLCU86H501YA,Xavier,Lucia,1986
XVRXVR77R129TY,Xavier,Xavier,1977
DRGMRM32L219HV,Draghi,Miriam,1932
BCANNA65A213FM,Abaco,Anna,1965
MTTPLA36R129FN,Mattei,Paola,1936
MLNNNA31A213ED,Melone,Anna,1931
RSSGRG48G456EJ,Rossi,Giorgio,1948
RSSXVR65H501ST,Russo,Xavier,1965
VRDPLA19F789SN,Verdi,Paola,2019
RSSGRG43R129QE,Rossi,Giorgio,1943
NRELCU47Z403DS,Neri,Luca,1947
BCALCU29A213SH,Abaco,Luca,1929
RSSXVR18G456LW,Rossi,Xavier,2018
MLNLAI28A213GD,Melone,Ali,1928
MTTMRA27G456PL,Mattei,Mario,1927
NRENNA77A213LH,Neri,Anna,1977
DRGLAI91R129GG,Draghi,Ali,1991
DRGXVR60L219YC,Draghi,Xavier,1960
XVRPLA62L219RL,Xavier,Paola,1962
NREMRA16F789JM,Neri,Mario,2016
MTTLCU81L219KV,Mattei,Luca,1981
MTTLCU80L219EP,Mattei,Luca,1980
VRDGRG22R129HY,Verdi,Giorgio,1922
BCALCU12R129KY,Abaco,Luca,2012
XVRMRA93F789JJ,Xavier,Mario,1993
VRDLAI10R129NW,Verdi,Ali,2010
LTTXVR28A213BJ,Letto,Xavier,1928
DRGLCU39F789SC,Draghi,Lucia,1939
VRDMRM74A213GB,Verdi,Miriam,1974
VRDLCU94G456KB,Verdi,Lucia,1994
LTTXVR89G456HU,Letto,Xavier,1989
DRGLCU75R129SC,Draghi,Luca,1975
XVRMRM87R129NO,Xavier,Miriam,1987
MLNMRM80H501YS,Melone,Miriam,1980
LTTNRC5G456CS,Letto,Enrica,2005
MLNLAI37G456JB,Melone,Ali,1937
DRGNNA1F789KM,Draghi,Anna,2001
RSSXVR71F789LS,Rossi,Xavier,1971
RSSPLA2H501SS,Russo,Paola,2002
